t,Dt,Pt,TCAP
t3856,6733.675827,1.079313013,1500
t3857,5605.662527,1.652358731,1500
t3858,6073.75914,2.843761018,1500
t3859,5379.008241,1.404564702,1500
t3860,5910.988695,1.968027259,1500
t3861,5961.835733,1.698714865,1500
t3862,4606.227031,2.028664564,1500
t3863,6393.047037,0.881291729,1500
t3864,6496.389517,2.327889266,1500
t3865,6059.942113,2.635458006,1500
t3866,5893.425157,1.659295446,1500
t3867,5878.70331,1.976732767,1500
t3868,4775.53876,1.658994066,1500
t3869,6821.112693,1.80895472,1500
t3870,6719.206878,1.814834306,1500
t3871,5932.767554,1.307553361,1500
t3872,6316.61526,0.920233097,1500
t3873,4767.555646,1.70287442,1500
t3874,6205.311211,1.998788202,1500
t3875,5340.813134,1.860902135,1500
t3876,6389.431377,2.122383797,1500
t3877,6107.040613,1.393367118,1500
t3878,5192.959943,0.940891162,1500
t3879,6650.360015,1.718965729,1500
t3880,5455.553542,2.293263634,1500
t3881,6666.854235,1.659799401,1500
t3882,6359.555748,1.947699117,1500
t3883,6478.619854,2.637077283,1500
t3884,6035.579825,1.328281228,1500
t3885,5863.786728,2.450867065,1500
t3886,5505.777169,1.316186812,1500
t3887,5689.847069,2.000705527,1500
t3888,5790.577662,1.763899563,1500
t3889,7115.759438,1.854728194,1500
t3890,6369.679913,2.145715669,1500
t3891,6127.785157,1.70749264,1500
t3892,6118.881068,1.929270927,1500
t3893,6369.541341,1.687983783,1500
t3894,5714.825782,1.574605947,1500
t3895,5961.064846,2.097232262,1500
t3896,6352.722205,1.697798217,1500
t3897,6420.729038,0.882377126,1500
t3898,5738.982776,2.020630902,1500
t3899,5684.003587,2.355209961,1500
t3900,6753.054348,1.731124699,1500
t3901,6910.513727,1.630702847,1500
t3902,6289.873772,1.76565479,1500
t3903,5325.516425,1.194807276,1500
t3904,6866.72019,1.893589005,1500
t3905,5979.591272,1.482839105,1500
t3906,5436.101874,1.747077555,1500
t3907,5618.147115,1.610300982,1500
t3908,6294.684551,1.936066274,1500
t3909,5651.147613,2.109835608,1500
t3910,6096.028625,2.936506019,1500
t3911,5966.558435,1.27523901,1500
t3912,6168.224701,2.172553175,1500
t3913,6007.402369,1.468590448,1500
t3914,6019.876616,2.182174739,1500
t3915,5961.648906,1.462540378,1500
t3916,6674.733636,1.291852534,1500
t3917,6342.578241,1.164298819,1500
t3918,5685.408837,2.143627528,1500
t3919,5825.734343,1.834304971,1500
t3920,4567.766369,1.895955732,1500
t3921,5361.916992,1.646255209,1500
t3922,5691.366508,2.224544289,1500
t3923,4701.25706,2.162031252,1500
t3924,5638.690971,1.728856701,1500
t3925,5937.866411,2.075688497,1500
t3926,5860.237657,1.829818523,1500
t3927,6696.597174,1.879876998,1500
t3928,5668.075823,1.417666148,1500
t3929,6347.966883,1.731115532,1500
t3930,6452.461238,1.617449403,1500
t3931,5583.084837,2.007911921,1500
t3932,6090.707465,2.220557417,1500
t3933,6684.063492,2.169853175,1500
t3934,7088.073955,1.845023628,1500
t3935,6446.742129,2.155720142,1500
t3936,5131.952547,1.108735272,1500
t3937,6010.687935,1.259267143,1500
t3938,6380.927538,1.182619971,1500
t3939,6520.765092,1.453514626,1500
t3940,5896.270427,1.631063109,1500
t3941,6264.698075,1.860441878,1500
t3942,6118.973797,2.584240258,1500
t3943,5885.909683,1.517316896,1500
t3944,6110.21936,2.723843671,1500
t3945,5846.404374,1.923611692,1500
t3946,6147.539993,1.610067702,1500
t3947,5382.677511,2.319630628,1500
t3948,6132.754761,2.252997672,1500
t3949,5770.664406,1.284268678,1500
t3950,6420.101547,1.640605428,1500
t3951,6047.033586,0.683743245,1500
t3952,5248.229434,0.984999687,1500
t3953,6573.024056,1.89242787,1500
t3954,5837.566828,2.188271172,1500
t3955,5755.532508,1.438883683,1500
t3956,6237.110868,2.219263866,1500
t3957,5751.447431,1.670986189,1500
t3958,4771.978811,1.233799492,1500
t3959,5137.793317,1.552740271,1500
t3960,5964.486597,1.885540908,1500
t3961,5872.042796,1.695950382,1500
t3962,6550.689401,1.198187566,1500
t3963,5564.85685,2.078948011,1500
t3964,5492.725301,1.925590447,1500
t3965,5344.804086,1.729849407,1500
t3966,6433.684527,2.055988438,1500
t3967,4816.966255,1.848858827,1500
t3968,5323.91262,1.311183837,1500
t3969,5700.710513,1.538059547,1500
t3970,5762.301881,1.344125494,1500
t3971,4497.216191,1.550232795,1500
t3972,5918.364554,1.651408102,1500
t3973,5993.605345,1.278237741,1500
t3974,6584.873014,2.357111527,1500
t3975,5459.08797,2.343145331,1500
t3976,5851.712222,2.002652536,1500
t3977,6332.3264,2.187957497,1500
t3978,6222.996189,1.494017561,1500
t3979,6502.33372,2.327720183,1500
t3980,5908.82857,1.620336046,1500
t3981,6065.551915,2.635630218,1500
t3982,5956.874017,2.108974194,1500
t3983,6052.254027,1.7466401,1500
t3984,6337.556097,2.304801782,1500
t3985,5908.151004,1.36384618,1500
t3986,5751.805844,1.530578368,1500
t3987,5710.40706,1.244445194,1500
t3988,5500.058313,2.149046135,1500
t3989,6305.930154,1.77027875,1500
t3990,5808.525808,1.483464573,1500
t3991,5353.177256,1.09500432,1500
t3992,5393.711046,1.201657321,1500
t3993,5425.531416,1.284651478,1500
t3994,5141.348703,1.643164101,1500
t3995,6291.062525,2.380952434,1500
t3996,5360.038074,1.616287399,1500
t3997,6331.089514,1.710888145,1500
t3998,6211.023264,2.5203668,1500
t3999,5812.326652,1.943093329,1500
t4000,5936.974464,1.194556538,1500
t4001,6319.714209,1.199730751,1500
t4002,5703.303132,1.762934216,1500
t4003,5401.46294,1.873532461,1500
t4004,5919.066824,2.317579465,1500
t4005,5238.026263,2.196536577,1500
t4006,6238.943271,1.836482988,1500
t4007,5564.219167,1.78528323,1500
t4008,5664.83357,1.581198432,1500
t4009,5950.603142,1.873281884,1500
t4010,5945.603386,1.848727627,1500
t4011,6357.132193,2.602913548,1500
t4012,6133.567201,1.06316502,1500
t4013,6656.002246,2.784319136,1500
t4014,5305.956878,1.656302452,1500
t4015,6578.178455,1.853262494,1500
t4016,6249.886925,1.909634748,1500
t4017,5787.243434,2.190854429,1500
t4018,5632.558469,1.51561923,1500
t4019,5126.939839,1.926346897,1500
t4020,6664.676343,2.251471679,1500
t4021,6653.533472,1.653045351,1500
t4022,6870.588162,1.409410948,1500
t4023,5195.82931,1.233543583,1500
t4024,6787.940415,1.917480215,1500
t4025,5685.391371,1.290827404,1500
t4026,6392.424446,1.755236013,1500
t4027,6007.002788,1.885737369,1500
t4028,5303.402142,2.040933925,1500
t4029,5725.292137,1.783229631,1500
t4030,5979.010988,1.895909024,1500
t4031,6499.932197,2.032335645,1500
t4032,6211.437923,1.941917817,1500
t4033,5842.634047,1.626478174,1500
t4034,6355.897616,1.527472419,1500
t4035,5883.522411,1.742846064,1500
t4036,6043.921844,2.291048898,1500
t4037,6165.900287,2.042569951,1500
t4038,6224.310391,2.047643924,1500
t4039,6177.632517,1.857248668,1500
t4040,6928.298846,0.931219024,1500
t4041,6824.582818,1.870914403,1500
t4042,5836.011673,1.212830346,1500
t4043,5984.875152,1.333906311,1500
t4044,5647.870009,1.689495886,1500
t4045,6555.520407,1.496223693,1500
t4046,5784.523334,1.99831101,1500
t4047,5748.137272,1.858575785,1500
t4048,5458.44766,1.674225471,1500
t4049,5530.242453,1.908175041,1500
t4050,5301.181371,1.689005099,1500
t4051,5635.354727,2.013485045,1500
t4052,4598.487465,1.696645943,1500
t4053,6817.350645,1.265598972,1500
t4054,5805.621004,1.752120093,1500
t4055,6018.985581,1.753098651,1500
t4056,6298.119209,1.980440063,1500
t4057,5733.263416,1.16494842,1500
t4058,6141.19181,2.103456466,1500
t4059,6311.290499,1.723347696,1500
t4060,5374.965516,1.429899995,1500
t4061,5632.70112,1.66979642,1500
t4062,5741.978705,1.512014282,1500
t4063,6498.043388,2.100963293,1500
t4064,5659.809696,2.16333436,1500
t4065,5504.665736,1.103409779,1500
t4066,6148.633347,1.719295408,1500
t4067,5614.08311,2.089948357,1500
t4068,5463.62799,1.98696959,1500
t4069,5679.195051,1.563426048,1500
t4070,6393.015181,2.007160229,1500
t4071,6057.773225,1.607495328,1500
t4072,6462.532065,2.183355022,1500
t4073,5887.746942,1.794724302,1500
t4074,5820.120141,1.553819211,1500
t4075,6172.697303,1.57193488,1500
t4076,5991.697959,2.062388037,1500
t4077,5285.867027,2.006631728,1500
t4078,6797.929449,2.044276495,1500
t4079,6093.163293,1.653466998,1500
t4080,6164.044643,2.473665359,1500
t4081,6953.879766,2.322419941,1500
t4082,6538.313405,1.960410103,1500
t4083,5962.560594,1.63666003,1500
t4084,6459.07751,1.554919509,1500
t4085,5940.837464,1.855954463,1500
t4086,5865.139712,2.103074136,1500
t4087,5630.908144,1.476589563,1500
t4088,6356.457127,1.314243597,1500
t4089,6069.134258,2.022377872,1500
t4090,5352.682667,1.353306204,1500
t4091,6953.671226,1.709176578,1500
t4092,5248.77407,1.594388554,1500
t4093,5917.102358,1.685579799,1500
t4094,6565.876266,1.532786875,1500
t4095,5607.282724,2.47492888,1500
t4096,5350.74519,1.808149262,1500
t4097,7065.401714,2.087680925,1500
t4098,6408.856659,1.036688679,1500
t4099,6809.059044,2.193847308,1500
t4100,5971.861178,1.943154264,1500
t4101,4769.256682,1.854602398,1500
t4102,6397.209444,1.598096288,1500
t4103,5749.561226,2.318139883,1500
t4104,6113.689412,1.909542999,1500
t4105,6141.336105,1.391262772,1500
t4106,5418.517861,1.667444859,1500
t4107,6221.396011,1.617706223,1500
t4108,5107.30912,1.873578137,1500
t4109,5594.095803,2.050325858,1500
t4110,4899.82405,2.296660201,1500
t4111,5970.021062,1.948501402,1500
t4112,5972.289257,2.345090294,1500
t4113,5684.4095,1.719580896,1500
t4114,4808.843104,1.723504735,1500
t4115,5706.280224,2.277096361,1500
t4116,4920.183156,1.373318289,1500
t4117,6273.20963,2.165955167,1500
t4118,6186.498022,1.711328117,1500
t4119,5821.523975,2.057292758,1500
t4120,5149.484231,1.925403958,1500
t4121,6085.285817,1.785405723,1500
t4122,6323.805835,1.683820286,1500
t4123,5891.426545,1.449869141,1500
t4124,5825.004072,1.869300961,1500
t4125,5466.758821,1.835054385,1500
t4126,6188.520915,1.847096108,1500
t4127,6594.124831,2.055593309,1500
t4128,5578.722935,1.664588865,1500
t4129,5482.226776,2.349242529,1500
t4130,6245.785782,2.083490712,1500
t4131,6168.465485,1.779689713,1500
t4132,5426.339431,1.708249279,1500
t4133,6116.700287,1.823726656,1500
t4134,5724.451231,1.719913618,1500
t4135,5927.52232,1.761967858,1500
t4136,5758.838236,2.322518214,1500
t4137,6073.825947,1.851761616,1500
t4138,6369.792707,2.060481333,1500
t4139,6089.96734,2.075765363,1500
t4140,5837.348322,1.412851753,1500
t4141,6622.528524,1.681036433,1500
t4142,6071.932099,2.025617487,1500
t4143,5572.967816,2.128957666,1500
t4144,5478.215644,1.725639572,1500
t4145,5845.646078,1.953814717,1500
t4146,5377.988722,1.325894408,1500
t4147,6020.415157,1.521577554,1500
t4148,5762.95739,1.584315835,1500
t4149,6220.50517,1.564428238,1500
t4150,5953.964195,1.272436571,1500
t4151,6476.445674,2.137362831,1500
t4152,5604.594475,1.792033427,1500
t4153,5891.904337,1.32285181,1500
t4154,6228.40548,2.034766944,1500
t4155,6111.354742,1.966305179,1500
t4156,4724.413088,1.965044848,1500
t4157,5990.46603,1.364909435,1500
t4158,5797.21451,2.29801715,1500
t4159,6521.435225,1.834781892,1500
t4160,5749.443169,1.058889102,1500
t4161,6284.423318,1.711740738,1500
t4162,5121.319816,2.061281585,1500
t4163,6486.314176,1.915923863,1500
t4164,6605.623069,2.108732612,1500
t4165,5967.730053,1.240213907,1500
t4166,6554.18973,2.252147007,1500
t4167,5680.043263,1.976274562,1500
t4168,6343.46954,1.508540571,1500
t4169,6163.185643,1.82172033,1500
t4170,6149.900696,1.578629716,1500
t4171,6379.457622,2.116490878,1500
t4172,5716.049062,1.823056303,1500
t4173,5109.903542,1.277511298,1500
t4174,5255.367872,1.461408346,1500
t4175,6160.579021,2.049515672,1500
t4176,6031.897967,2.300801926,1500
t4177,5627.95068,1.190101636,1500
t4178,7027.94152,1.956657647,1500
t4179,5830.047553,1.407848178,1500
t4180,5128.976476,1.848063656,1500
t4181,5932.969108,1.747869499,1500
t4182,6407.98362,2.258717518,1500
t4183,5431.047289,0.900679455,1500
t4184,6193.487471,2.061179463,1500
t4185,6574.53154,2.283564994,1500
t4186,5271.716283,2.161352591,1500
t4187,6591.661828,2.010166883,1500
t4188,6021.387488,2.295024626,1500
t4189,5719.715508,1.725137442,1500
t4190,5127.989263,2.033720726,1500
t4191,6367.115404,1.244305542,1500
t4192,6407.360921,1.493644371,1500
t4193,5646.814227,1.997604257,1500
t4194,6068.682576,1.349144782,1500
t4195,6114.101362,1.605411867,1500
t4196,5622.616943,1.89723932,1500
t4197,6770.507375,2.288366921,1500
t4198,5713.733065,2.04937778,1500
t4199,5995.231999,2.046132405,1500
t4200,6730.860751,1.423954684,1500
t4201,5877.7115,1.799223662,1500
t4202,5578.584694,1.311834336,1500
t4203,6164.907609,1.744814217,1500
t4204,6829.548892,1.388488911,1500
t4205,6408.259442,1.83383236,1500
t4206,6510.65423,1.772225621,1500
t4207,6245.565579,1.60053319,1500
t4208,5259.767914,1.462821075,1500
t4209,5411.834147,1.15547936,1500
t4210,6744.565537,1.814450949,1500
t4211,6040.382906,1.587288385,1500
t4212,5573.232585,2.406648316,1500
t4213,6321.505181,2.123538551,1500
t4214,6088.839433,1.680348138,1500
t4215,5970.627333,1.944444565,1500
t4216,5922.546776,1.299477936,1500
t4217,5954.508389,2.159772906,1500
t4218,6498.211073,2.115950284,1500
t4219,5151.020549,1.247409447,1500
t4220,5962.800792,1.707171343,1500
t4221,5615.870449,1.847034904,1500
t4222,5745.975916,1.946264431,1500
t4223,5809.457023,0.94777877,1500
t4224,6566.569605,1.786875672,1500
t4225,6648.404584,1.454716897,1500
t4226,5262.618427,1.721309797,1500
t4227,6119.391637,1.311346149,1500
t4228,6392.992835,1.157562128,1500
t4229,5121.634133,1.731881411,1500
t4230,5404.200671,1.934825745,1500
t4231,5949.02564,1.803111532,1500
t4232,5377.86515,1.539701728,1500
t4233,6028.955345,1.218892525,1500
t4234,6463.480644,2.178122919,1500
t4235,5828.904182,1.608210497,1500
t4236,4909.956054,1.756758391,1500
t4237,5928.10608,1.152579842,1500
t4238,5710.859862,1.66253573,1500
t4239,5890.050512,1.534682155,1500
t4240,6033.807628,1.843783894,1500
t4241,5591.514243,1.993493565,1500
t4242,6078.939542,1.684329831,1500
t4243,6594.623388,2.009949909,1500
t4244,7365.366259,1.461727643,1500
t4245,5397.163996,1.971950583,1500
t4246,6158.348174,1.274447595,1500
t4247,6077.783136,1.798054354,1500
t4248,5917.947801,2.367297779,1500
t4249,5610.551895,1.517880896,1500
t4250,5404.447473,2.219351849,1500
t4251,5547.64408,1.687387927,1500
t4252,6152.99138,2.153189847,1500
t4253,6205.154666,2.018745714,1500
t4254,5918.530186,1.159715982,1500
t4255,6702.758293,1.857968641,1500
t4256,5601.739414,2.176273924,1500
t4257,5894.192089,2.271481237,1500
t4258,6392.510311,1.68230898,1500
t4259,6060.344348,1.9958497,1500
t4260,5244.536813,2.206344135,1500
t4261,6325.303496,1.536046265,1500
t4262,4997.318713,1.972808623,1500
t4263,5352.39626,2.440116987,1500
t4264,5327.168073,0.665164248,1500
t4265,5665.300034,1.429750648,1500
t4266,6605.151667,1.806997309,1500
t4267,5443.921401,2.131622087,1500
t4268,7014.387525,2.579384194,1500
t4269,6464.062162,2.155451858,1500
t4270,5862.626419,1.926128372,1500
t4271,6002.950824,1.254513921,1500
t4272,4991.936557,1.583454613,1500
t4273,5811.902476,1.287399609,1500
t4274,6339.943871,1.413696676,1500
t4275,6714.727942,1.974745875,1500
t4276,6288.253592,1.734535283,1500
t4277,5755.331584,1.695548461,1500
t4278,4705.084537,1.827344386,1500
t4279,5604.425217,1.757951204,1500
t4280,6328.635037,1.890904961,1500
t4281,6701.628051,1.831044137,1500
t4282,5346.689382,1.997711593,1500
t4283,5741.82349,1.849872705,1500
t4284,6292.547817,2.02293806,1500
t4285,6954.444098,1.597419005,1500
t4286,5582.653042,2.126013928,1500
t4287,5836.728048,1.005545835,1500
t4288,5427.223394,1.139029867,1500
t4289,5384.206948,1.569588304,1500
t4290,5774.569132,1.238939801,1500
t4291,5135.090575,1.516861283,1500
t4292,6402.36677,1.401743318,1500
t4293,5904.614574,2.055599962,1500
t4294,6143.97766,1.392876883,1500
t4295,5673.217527,1.91888169,1500
t4296,5344.697815,1.826126932,1500
t4297,5883.834926,1.815908007,1500
t4298,6274.207854,2.249011339,1500
t4299,5235.009544,1.599852783,1500
t4300,5912.000489,2.448900628,1500
t4301,6319.561907,1.671336685,1500
t4302,5452.521448,2.097720452,1500
t4303,6104.068528,2.007807077,1500
t4304,5316.328898,2.012178819,1500
t4305,5308.598771,2.076438066,1500
t4306,6228.117069,1.590064647,1500
t4307,5818.887022,2.040988808,1500
t4308,6853.167665,2.544306674,1500
t4309,5195.734142,1.938191961,1500
t4310,6441.019673,1.382916001,1500
t4311,6587.424755,1.659123736,1500
t4312,5583.208198,1.628704152,1500
t4313,6179.582955,2.012661703,1500
t4314,6166.748188,2.097341754,1500
t4315,4847.602714,1.493164266,1500
t4316,6255.977804,2.059786448,1500
t4317,6306.354852,2.054193112,1500
t4318,5768.261924,1.15118684,1500
t4319,6878.444852,1.356059667,1500
t4320,5330.287545,2.033500397,1500
t4321,6237.249713,2.568543934,1500
t4322,5570.588332,2.356211635,1500
t4323,5710.309697,2.266759454,1500
t4324,6724.076631,2.2399633,1500
t4325,6665.2342,1.661631798,1500
t4326,5736.511943,1.198379479,1500
t4327,5419.497423,2.049551728,1500
t4328,5617.905555,1.877808351,1500
t4329,5643.409536,1.214685936,1500
t4330,5619.865111,0.918317859,1500
t4331,5760.313571,1.756343632,1500
t4332,5958.230857,1.935028657,1500
t4333,5362.777709,1.204186599,1500
t4334,5938.059801,1.904537965,1500
t4335,5680.246614,1.550120312,1500
t4336,5793.830637,1.937426091,1500
t4337,5761.157236,1.85860122,1500
t4338,5190.061548,1.927257048,1500
t4339,5793.78229,1.624784416,1500
t4340,5642.682761,2.231917902,1500
t4341,6125.913906,2.075408255,1500
t4342,6144.756451,1.754033869,1500
t4343,5784.309673,2.069855314,1500
t4344,6208.046651,1.765373841,1500
t4345,5884.413065,1.158882308,1500
t4346,6322.693621,1.702648719,1500
t4347,6078.535378,1.752435281,1500
t4348,6736.380389,1.53934591,1500
t4349,6387.643515,1.638751657,1500
t4350,5136.61037,1.748805521,1500
t4351,5926.780522,1.177487788,1500
t4352,6044.449461,1.969956513,1500
t4353,6129.382366,2.585346349,1500
t4354,6102.237679,1.857454856,1500
t4355,5517.049745,2.220009687,1500
t4356,5657.603377,1.778211751,1500
t4357,6668.264008,1.164707873,1500
t4358,6146.39589,2.325084151,1500
t4359,6412.498301,1.16053442,1500
t4360,5450.576159,1.335787202,1500
t4361,5204.779415,2.436742921,1500
t4362,6778.286707,1.33371015,1500
t4363,6761.251878,1.257692954,1500
t4364,5399.680369,2.23322225,1500
t4365,6119.770014,2.039910826,1500
t4366,6212.512696,2.230970805,1500
t4367,6375.26409,1.9248367,1500
t4368,5556.85456,2.255338892,1500
t4369,5851.355475,1.770670932,1500
t4370,5967.585654,2.240906125,1500
t4371,6051.64082,1.286151402,1500
t4372,6916.941463,1.983064871,1500
t4373,5352.345834,1.699209267,1500
t4374,6344.808071,2.143425462,1500
t4375,5226.734598,1.721270263,1500
t4376,4823.183114,1.895429802,1500
t4377,6004.250783,1.761591878,1500
t4378,6108.508185,1.367654217,1500
t4379,5371.144028,1.402953732,1500
t4380,6066.899442,1.064608526,1500
t4381,6328.146193,1.625588849,1500
t4382,5819.263636,1.718964199,1500
t4383,6485.201021,1.746835364,1500
t4384,5430.925254,1.75471545,1500
t4385,5326.465761,1.272035611,1500
t4386,5711.40213,1.931520344,1500
t4387,5666.80728,1.292317664,1500
t4388,6881.409797,1.354598948,1500
t4389,5722.227514,1.855292506,1500
t4390,6239.867193,1.832351074,1500
t4391,6299.65396,2.265816165,1500
t4392,6674.42018,1.67644939,1500
t4393,5928.403683,1.42634651,1500
t4394,6133.640481,2.185781668,1500
t4395,5909.350189,1.416225238,1500
t4396,6503.391082,1.78194652,1500
t4397,6226.610366,1.848336773,1500
t4398,5747.559703,1.70697946,1500
t4399,4774.378743,1.748780668,1500
t4400,6116.283293,1.672759067,1500
t4401,5926.15007,1.307526886,1500
t4402,6817.296945,1.916102979,1500
t4403,5742.364762,1.402118672,1500
t4404,5815.015036,2.083388963,1500
t4405,6256.533275,1.445733212,1500
t4406,5831.612053,1.309884249,1500
t4407,5915.554194,1.898875594,1500
t4408,5965.051814,1.998501625,1500
t4409,5894.329541,1.757429985,1500
t4410,6226.910611,2.063615946,1500
t4411,6838.585718,2.088371716,1500
t4412,6001.988298,1.52480591,1500
t4413,5321.690827,2.350609607,1500
t4414,6116.95962,2.458843469,1500
t4415,5857.457234,1.63615993,1500
t4416,6387.838298,2.003493625,1500
t4417,6631.386449,1.707708859,1500
t4418,6914.558135,1.919011967,1500
t4419,6662.994053,1.300122171,1500
t4420,6092.714214,1.477841469,1500
t4421,5847.468152,1.630300456,1500
t4422,6443.322607,1.585122746,1500
t4423,6151.444922,2.138319086,1500
t4424,6835.944948,0.730600942,1500
t4425,5305.685208,1.618602333,1500
t4426,5360.765604,1.917872444,1500
t4427,6281.989693,1.684461676,1500
t4428,6483.956192,1.826266473,1500
t4429,6842.612876,2.09750943,1500
t4430,5407.753132,1.49573446,1500
t4431,5491.342521,1.444472321,1500
t4432,6200.306281,1.872500425,1500
t4433,6461.880149,1.148959782,1500
t4434,6495.1293,1.701638738,1500
t4435,6338.166763,1.265448893,1500
t4436,5665.420638,1.86638269,1500
t4437,6006.341269,2.191348921,1500
t4438,6207.694975,1.417637256,1500
t4439,6306.578171,2.171423891,1500
t4440,6740.681369,2.155011326,1500
t4441,6666.179018,1.975630487,1500
t4442,4967.079918,2.234619144,1500
t4443,6838.591138,1.195907174,1500
t4444,6561.313819,2.763389282,1500
t4445,5937.505796,1.991840328,1500
t4446,5740.757422,1.829612339,1500
t4447,6566.044748,1.45390898,1500
t4448,5357.848558,1.812915752,1500
t4449,6302.01008,1.770433432,1500
t4450,5776.055001,2.037834867,1500
t4451,6070.63591,1.891131304,1500
t4452,6282.709209,1.78405816,1500
t4453,6137.515457,2.46744795,1500
t4454,7013.101653,1.425655447,1500
t4455,5753.665164,1.443621524,1500
t4456,6635.428347,1.568371952,1500
t4457,5533.483769,2.315260014,1500
t4458,5528.397668,1.70090362,1500
t4459,5878.052129,2.116251661,1500
t4460,6310.19198,1.658002744,1500
t4461,5536.144011,1.909653227,1500
t4462,6588.039492,1.817503731,1500
t4463,6395.357621,1.334590594,1500
t4464,5721.036964,1.555798514,1500
t4465,5630.572208,1.228302671,1500
t4466,6429.276092,1.870081566,1500
t4467,5399.214873,2.555610288,1500
t4468,6723.01535,1.527889035,1500
t4469,5593.452061,2.175180487,1500
t4470,5833.286869,1.151004489,1500
t4471,5788.39824,1.987412121,1500
t4472,6681.179494,2.211223361,1500
t4473,5078.035939,2.354226286,1500
t4474,4916.564225,1.431938777,1500
t4475,6051.850527,1.764549664,1500
t4476,6237.566369,1.964990918,1500
t4477,5738.569752,1.342815423,1500
t4478,6180.181631,1.269053796,1500
t4479,5334.876934,1.226327194,1500
t4480,5975.293853,1.871036564,1500
t4481,6809.556451,1.879209941,1500
t4482,5734.628624,1.764570041,1500
t4483,5585.744061,1.530451613,1500
t4484,6330.494736,1.680460809,1500
t4485,6785.945184,1.512628807,1500
t4486,5959.079359,2.275450657,1500
t4487,5127.842109,2.107284877,1500
t4488,5922.932418,1.735018552,1500
t4489,6232.210606,1.290163571,1500
t4490,6125.251416,1.474001165,1500
t4491,6318.198246,1.178212148,1500
t4492,6194.395827,1.749632236,1500
t4493,5850.789314,1.488489881,1500
t4494,5320.480155,2.142873449,1500
t4495,5054.142154,2.494374823,1500
t4496,6354.920258,1.389463411,1500
t4497,6089.360751,1.438271062,1500
t4498,5616.696827,2.080646169,1500
t4499,7389.068667,1.468632326,1500
t4500,7000.348872,1.949582134,1500
t4501,4778.722391,1.781685946,1500
t4502,6316.958647,1.909021811,1500
t4503,5059.262795,2.081293868,1500
t4504,6584.400004,1.219198966,1500
t4505,5987.192658,1.816181827,1500
t4506,6616.001901,2.39258753,1500
t4507,6160.778737,1.732058211,1500
t4508,6276.516188,2.102332629,1500
t4509,4968.464873,2.6463081,1500
t4510,5696.667628,1.662989934,1500
t4511,4759.593043,1.58566347,1500
t4512,6280.697036,2.035652111,1500
t4513,6634.827322,2.245423304,1500
t4514,5456.856232,1.210944597,1500
t4515,5946.758599,1.819733373,1500
t4516,6487.025338,2.250456901,1500
t4517,5938.35106,1.408434122,1500
t4518,6783.028426,1.50335239,1500
t4519,6091.65485,2.059742168,1500
t4520,6457.883222,2.315718584,1500
t4521,5990.786561,1.230733453,1500
t4522,6554.391984,2.007881974,1500
t4523,6071.590465,1.261637269,1500
t4524,6048.567348,2.589587245,1500
t4525,6250.094594,1.493983045,1500
t4526,5921.509464,1.695525811,1500
t4527,6354.741712,1.565741625,1500
t4528,6178.524376,1.637429735,1500
t4529,5996.847996,2.079952403,1500
t4530,6598.192828,1.734906609,1500
t4531,6192.679465,2.044086872,1500
t4532,6134.123097,1.912030226,1500
t4533,6119.264876,1.772120205,1500
t4534,5685.983257,2.005131031,1500
t4535,5916.510486,1.796917338,1500
t4536,6253.063783,1.654235964,1500
t4537,6097.943074,1.820334396,1500
t4538,6034.786211,1.46947105,1500
t4539,4913.037429,1.340540264,1500
t4540,6519.070691,1.759999427,1500
t4541,5379.937146,2.391194806,1500
t4542,6289.772492,1.925603447,1500
t4543,5948.111572,2.474989523,1500
t4544,6569.066153,1.550491967,1500
t4545,6691.012087,1.88238455,1500
t4546,5704.114879,1.789028758,1500
t4547,6399.139752,1.915388807,1500
t4548,6701.107047,1.105086458,1500
t4549,6250.355552,1.244900173,1500
t4550,5799.750797,2.289953372,1500
t4551,5011.337804,1.546839296,1500
t4552,5435.178488,1.98375147,1500
t4553,6000.016635,1.191710428,1500
t4554,6300.334489,0.839869046,1500
t4555,6472.592407,1.723135712,1500
t4556,6842.000228,2.263420187,1500
t4557,6221.228237,1.831658655,1500
t4558,5277.957375,1.456270844,1500
t4559,5488.926384,1.998306726,1500
t4560,5743.705169,2.008469089,1500
t4561,5927.553595,1.515425327,1500
t4562,6459.271945,1.938452877,1500
t4563,5292.798086,2.053141081,1500
t4564,4902.871121,1.615826961,1500
t4565,6500.686191,1.7670406,1500
t4566,6287.963748,1.023432408,1500
t4567,5589.182322,1.701068868,1500
t4568,6078.22212,2.071057306,1500
t4569,6923.857908,1.909092041,1500
t4570,6353.791345,1.729389034,1500
t4571,6759.3512,1.939430668,1500
t4572,5532.649466,1.229939017,1500
t4573,5839.122164,1.519356899,1500
t4574,6249.572299,1.616409711,1500
t4575,5675.217278,1.757104919,1500
t4576,6270.468692,1.898460575,1500
t4577,6303.650029,1.533569684,1500
t4578,5892.784806,1.724780119,1500
t4579,5497.598206,2.376589712,1500
t4580,5676.390088,1.725858306,1500
t4581,5720.508974,2.217300982,1500
t4582,6209.822773,2.166688511,1500
t4583,6485.67588,2.140374944,1500
t4584,6148.992228,1.67665329,1500
t4585,5091.368273,1.677568597,1500
t4586,5735.942596,1.470045988,1500
t4587,7012.317505,1.928422303,1500
t4588,5649.031634,1.735696931,1500
t4589,5682.786418,1.48128508,1500
t4590,6632.906915,1.34179712,1500
t4591,5179.620125,2.097400585,1500
