country,capacity_MW,primary_fuel,generation_technology,age,output_MWh,fuel_used
United_States,5,natural_gas,CCGT,31,18509,gas
Canada,300,natural_gas,CCGT,32,796145,gas
India,148,natural_gas,CCGT,12,291000,gas
Germany,750,coal,ultrasupercritical,36,2792062,coal
Germany,724,bituminous,subcritical,36,3493254,coal
Georgia,300,natural_gas,supercritical,11,810609,gas
United_States,2,subbituminous,subcritical,48,0,coal
United_States,1782,bituminous,subcritical,32,16500000,coal
China,600,bituminous,supercritical,58,4352705,coal
India,1200,coal,subcritical,4,0,coal
United_States,36,natural_gas,CCGT,31,117974,gas
Chile,104,natural_gas,OCGT,8,0,gas
Australia,30,natural_gas,CCGT,5,99208,gas
Mexico,496,natural_gas,CCGT,55,0,gas
Argentina,35,natural_gas,OCGT,38,117974,gas
Lithuania,15,natural_gas,OCGT,-14,53051,gas
China,1200,bituminous,supercritical,6,0,coal
United_States,1136,natural_gas,CCGT,13,5323759,gas
Russia,418,natural_gas,CCGT,76,2188316,gas
Russia,70,natural_gas,subcritical,62,59535,gas
China,600,bituminous,subcritical,14,10100000,coal
Greece,193,oil,OCGT,20,416230,oil
India,600,coal,subcritical,10,1146418,coal
United_States,550,natural_gas,CCGT,15,548443,gas
Pakistan,551,natural_gas,CCGT,17,2967611,gas
Japan,1886,natural_gas,subcritical,49,6502441,gas
United_States,1200,natural_gas,CCGT,13,4358140,gas
Japan,4100,bituminous,supercritical,26,30000000,coal
India,246,coal,subcritical,29,344061,coal
Italy,1482,natural_gas,CCGT,21,2733033,gas
United_States,100,oil,Engine,18,35131,oil
Japan,427,natural_gas,CCGT,10,2733100,gas
United_States,232,bituminous,subcritical,47,1140785,coal
India,1200,coal,subcritical,5,0,coal
Pakistan,130,natural_gas,subcritical,9,437677,gas
Greece,378,natural_gas,CCGT,20,1160428,gas
Oman,44,natural_gas,CCGT,12,22828,gas
United_States,1022,natural_gas,CCGT,13,1688808,gas
Japan,1708,natural_gas,CCGT,23,8263992,gas
United_States,707,bituminous,subcritical,86,4859672,coal
Italy,49,natural_gas,CCGT,19,277773,gas
Peru,562,natural_gas,CCGT,12,222466,gas
United_States,242,bituminous,subcritical,47,344061,coal
United_States,1000,natural_gas,CCGT,13,0,gas
Bangladesh,450,natural_gas,CCGT,15,2579271,gas
United_States,232,bituminous,subcritical,47,1140785,coal
China,1300,coal,subcritical,10,6146662,coal
United_States,22,subbituminous,subcritical,31,69520,coal
Japan,1200,oil,subcritical,43,1855632,oil
United_Kingdom,140,natural_gas,OCGT,21,522767,gas
Spain,859,natural_gas,CCGT,12,2151845,gas
United_States,279,bituminous,subcritical,62,1550877,coal
China,600,anthracite,subcritical,25,3385591,coal
India,111,natural_gas,OCGT,43,130423,gas
Colombia,210,natural_gas,CCGT,37,342142,gas
Belgium,410,natural_gas,CCGT,6,366238,gas
Canada,80,natural_gas,cogeneration,41,238236,gas
Netherlands,82,natural_gas,OCGT,28,341427,gas
China,278,oil,OCGT,20,1554022,oil
Canada,126,natural_gas,subcritical,41,506470,gas
India,120,natural_gas,cogeneration,12,816900,gas
Nigeria,450,natural_gas,OCGT,16,0,gas
United_States,1022,natural_gas,CCGT,13,1688808,gas
Jordan,373,natural_gas,CCGT,7,0,gas
Saudi_Arabia,1061,natural_gas,OCGT,11,12100000,gas
United_States,56,natural_gas,CCGT,26,496692,gas
Libya,184,natural_gas,OCGT,-14,297322,gas
China,1200,bituminous,subcritical,12,5353323,coal
Russia,100,natural_gas,CCGT,88,88243,gas
China,1230,natural_gas,CCGT,25,2950197,gas
India,1200,coal,subcritical,7,1615020,coal
Mexico,496,natural_gas,CCGT,55,0,gas
Iran,60,natural_gas,OCGT,33,36949,gas
United_States,242,bituminous,subcritical,47,344061,coal
Japan,2000,natural_gas,CCGT,7,7172451,gas
United_States,1567,bituminous,subcritical,32,5698110,coal
United_States,1734,natural_gas,CCGT,32,0,gas
United_States,1136,natural_gas,CCGT,13,5323759,gas
Algeria,100,natural_gas,OCGT,40,426830,gas
Nigeria,563,natural_gas,OCGT,16,3317029,gas
Belgium,255,coal,subcritical,93,39253,coal
United_States,1567,bituminous,subcritical,32,5698110,coal
Republic_of_Korea,5230,bituminous,subcritical,20,23300000,coal
Algeria,672,natural_gas,subcritical,31,3422551,gas
United_States,242,bituminous,subcritical,47,344061,coal
United_States,100,oil,Engine,18,35131,oil
Russia,161,natural_gas,subcritical,73,308983,gas
Egypt,190,natural_gas,CCGT,43,192948,gas
United_States,242,bituminous,subcritical,47,344061,coal
United_States,100,oil,Engine,18,35131,oil
China,600,bituminous,subcritical,58,4352705,coal
United_Arab_Emirates,1502,natural_gas,CCGT,14,3008839,gas
Germany,88,natural_gas,CCGT,45,54153,gas
Hungary,95,natural_gas,OCGT,18,753817,gas
Portugal,830,natural_gas,CCGT,25,5473000,gas
United_States,1500,bituminous,subcritical,32,7054332,coal
United_States,1000,natural_gas,CCGT,13,0,gas
Brazil,48,oil,subcritical,15,20151,oil
India,2340,coal,subcritical,21,5609920,coal
Ukraine,540,natural_gas,OCGT,38,1015459,gas
Italy,245,natural_gas,CCGT,16,3105803,gas
United_States,232,bituminous,subcritical,47,1140785,coal
Japan,1800,bituminous,supercritical,7,4792563,coal
Netherlands,1113,coal,ultrasupercritical,29,4993449,coal
China,1320,coal,subcritical,11,2465351,coal
Oman,198,natural_gas,CCGT,14,80168,gas
China,1200,bituminous,subcritical,17,6109963,coal
Egypt,500,natural_gas,CCGT,43,902239,gas
Germany,305,coal,subcritical,48,552122,coal
United_States,100,oil,Engine,18,35131,oil
China,600,bituminous,subcritical,22,2916924,coal
United_States,750,natural_gas,CCGT,13,857559,gas
United_States,1570,natural_gas,CCGT,32,2554022,gas
India,1050,coal,subcritical,38,7445992,coal
Malaysia,330,natural_gas,CCGT,55,558060,gas
China,600,bituminous,supercritical,14,10100000,coal
United_States,989,natural_gas,CCGT,13,5145072,gas
Canada,260,natural_gas,OCGT,32,759984,gas
India,33,natural_gas,CCGT,19,100902,gas
Brazil,384,natural_gas,OCGT,14,1239909,gas
Ukraine,80,oil,Engine,59,171992,oil
China,700,bituminous,subcritical,8,0,coal
Algeria,96,natural_gas,OCGT,40,334022,gas
United_States,1782,bituminous,subcritical,32,16500000,coal
Russia,1800,natural_gas,CCGT,53,6147897,gas
Canada,2126,coal,subcritical,55,10100000,coal
Netherlands,25,coal,subcritical,22,124170,coal
United_States,280,natural_gas,CCGT,62,852592,gas
India,500,coal,subcritical,43,1244899,coal
China,600,bituminous,subcritical,30,6220532,coal
Malaysia,100,coal,subcritical,55,0,coal
Russia,345,bituminous,cogeneration,82,2172687,coal
Australia,1460,bituminous,subcritical,24,2884990,coal
Pakistan,365,oil,subcritical,9,2426218,oil
United_States,1734,natural_gas,CCGT,32,0,gas
United_States,1570,natural_gas,CCGT,32,2554022,gas
China,1200,bituminous,supercritical,19,6181089,coal
Austria,155,natural_gas,CCGT,41,0,gas
Sri_Lanka,100,oil,Engine,15,61928,oil
China,1200,bituminous,supercritical,13,6292797,coal
Belgium,389,natural_gas,subcritical,31,1688199,gas
Germany,2056,lignite,supercritical,38,11500000,coal
India,1500,coal,subcritical,5,0,coal
Sudan,257,oil,Engine,15,1004406,oil
Malaysia,650,natural_gas,CCGT,55,4531000,gas
United_States,2558,coal,subcritical,42,15500000,coal
China,1200,bituminous,supercritical,10,5182357,coal
Iran,600,natural_gas,subcritical,22,268401,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
United_States,242,bituminous,subcritical,47,344061,coal
French_Polynesia,122,anthracite,subcritical,32,208343,coal
United_States,31,coal,subcritical,31,107552,coal
Germany,474,bituminous,subcritical,32,2000645,coal
China,600,coal,subcritical,6,0,coal
United_Arab_Emirates,1706,natural_gas,OCGT,12,5462698,gas
Hong_Kong,120,natural_gas,OCGT,22,120000,gas
China,600,anthracite,subcritical,56,1983110,coal
Thailand,1440,natural_gas,supercritical,9,7312679,gas
Finland,750,coal,subcritical,39,1451593,coal
Kazakhstan,510,coal,subcritical,7,1100435,coal
Spain,417,natural_gas,CCGT,14,1315114,gas
India,727,natural_gas,CCGT,4,3921242,gas
Pakistan,227,natural_gas,CCGT,9,1612465,gas
Japan,2000,bituminous,supercritical,22,12300000,coal
Guatemala,40,oil,Engine,13,130448,oil
India,110,natural_gas,CCGT,43,60892,gas
United_States,100,oil,Engine,18,35131,oil
Thailand,2710,natural_gas,CCGT,19,0,gas
China,1200,bituminous,supercritical,11,2959098,coal
Argentina,396,natural_gas,CCGT,48,733509,gas
Russia,730,natural_gas,CCGT,65,3921242,gas
France,250,coal,subcritical,52,875048,coal
United_States,684,natural_gas,CCGT,36,5039079,gas
France,108,coal,subcritical,25,344893,coal
Turkmenistan,1685,oil,subcritical,48,7974375,oil
United_States,2,subbituminous,subcritical,48,0,coal
Indonesia,600,subbituminous,subcritical,28,0,coal
China,1200,anthracite,supercritical,11,6146662,coal
India,1050,coal,subcritical,6,0,coal
India,702,natural_gas,CCGT,4,0,gas
China,2400,bituminous,subcritical,22,6235413,coal
United_States,280,natural_gas,CCGT,62,852592,gas
Qatar,2730,natural_gas,CCGT,7,0,gas
Germany,53,natural_gas,CCGT,55,95574,gas
Mexico,100,natural_gas,OCGT,55,335361,gas
Poland,166,bituminous,cogeneration,39,690656,coal
United_States,652,natural_gas,CCGT,59,4531000,gas
Croatia,420,oil,subcritical,8,2202695,oil
United_States,1487,subbituminous,subcritical,32,8098859,coal
Netherlands,1311,natural_gas,CCGT,5,0,gas
Russia,370,bituminous,cogeneration,63,1403206,coal
India,1260,coal,subcritical,33,6793651,coal
China,600,bituminous,supercritical,10,0,coal
United_States,989,natural_gas,CCGT,13,5145072,gas
United_States,500,natural_gas,CCGT,24,0,gas
Brazil,246,natural_gas,cogeneration,15,1119999,gas
Canada,165,natural_gas,OCGT,27,22800000,gas
United_Kingdom,520,coal_biomass,subcritical,36,2353464,coal
Romania,310,subbituminous,subcritical,62,480415,coal
United_States,232,bituminous,subcritical,47,1140785,coal
Ukraine,210,oil,Engine,53,413904,oil
Republic_of_Korea,1074,natural_gas,CCGT,3,2403587,gas
Turkey,164,natural_gas,CCGT,5,949797,gas
Indonesia,660,coal,supercritical,5,0,coal
United_States,343,natural_gas,CCGT,62,1056906,gas
Mexico,496,natural_gas,CCGT,55,0,gas
Japan,1875,bituminous,subcritical,32,3455355,coal
South_Africa,1,lignite,subcritical,13,803,coal
Italy,141,oil,cogeneration,21,980315,oil
China,1800,natural_gas,CCGT,12,8638171,gas
Canada,45,natural_gas,CCGT,61,37782,gas
United_States,1022,natural_gas,CCGT,13,1688808,gas
Japan,1200,oil,subcritical,46,1855632,oil
China,1200,bituminous,supercritical,4,0,coal
United_States,1370,natural_gas,CCGT,33,5863563,gas
Russia,96,natural_gas,CCGT,55,554103,gas
China,1260,coal,subcritical,27,6594887,coal
Russia,100,natural_gas,CCGT,9,61928,gas
Uzbekistan,1860,natural_gas,subcritical,25,6316895,gas
India,250,lignite,subcritical,15,1410083,coal
Libya,130,oil,subcritical,-14,236260,oil
United_States,1734,natural_gas,CCGT,32,0,gas
Russia,270,subbituminous,subcritical,52,1634487,coal
United_States,1370,natural_gas,CCGT,33,5863563,gas
India,1500,coal,subcritical,18,8053467,coal
India,2340,coal,subcritical,34,17500000,coal
Australia,34,natural_gas,CCGT,42,28378,gas
Algeria,465,natural_gas,OCGT,10,0,gas
United_States,100,oil,Engine,18,35131,oil
El_Salvador,151,oil,Engine,12,1044891,oil
Venezuela,470,natural_gas,CCGT,25,1513971,gas
Russia,605,natural_gas,CCGT,87,2152820,gas
Pakistan,165,oil,Engine,9,618746,oil
Portugal,1176,natural_gas,CCGT,18,4642512,gas
Japan,1200,bituminous,supercritical,23,6871807,coal
India,440,coal,subcritical,43,2721132,coal
Canada,94,natural_gas,OCGT,41,84329,gas
Germany,115,natural_gas,OCGT,16,640507,gas
Saudi_Arabia,36,natural_gas,OCGT,5,12923,gas
Croatia,330,coal,subcritical,8,797103,coal
China,1200,bituminous,subcritical,12,5940181,coal
Algeria,133,natural_gas,subcritical,52,582076,gas
United_States,652,natural_gas,CCGT,59,4531000,gas
Germany,2602,lignite,subcritical,42,19600000,coal
Germany,600,bituminous,subcritical,41,0,coal
United_States,1136,natural_gas,CCGT,13,5323759,gas
Turkey,120,natural_gas,CCGT,20,304008,gas
China,600,coal,subcritical,39,4574326,coal
Australia,2210,lignite,subcritical,41,2877524,coal
United_States,157,bituminous,subcritical,30,996675,coal
Japan,3200,oil,supercritical,9,16100000,oil
Netherlands,428,natural_gas,CCGT,7,2733100,gas
Australia,330,bituminous,subcritical,19,797103,coal
India,1200,coal,subcritical,4,0,coal
India,2000,coal,subcritical,35,15000000,coal
India,21,natural_gas,OCGT,48,84598,gas
United_States,53,natural_gas,CCGT,8,957294,gas
Colombia,610,natural_gas,CCGT,18,1850903,gas
Slovakia,518,lignite,subcritical,15,2353464,coal
Oman,277,natural_gas,OCGT,15,462481,gas
Mexico,113,oil,Engine,55,0,oil
China,1200,anthracite,supercritical,5,0,coal
Morocco,154,natural_gas,CCGT,34,678960,gas
United_States,1370,natural_gas,CCGT,33,5863563,gas
Bangladesh,35,oil,OCGT,8,0,oil
Russia,630,coal,cogeneration,41,3885893,coal
United_States,1136,natural_gas,CCGT,13,5323759,gas
Russia,440,natural_gas,subcritical,45,1517440,gas
China,600,coal,subcritical,56,1983110,coal
United_States,2,bituminous,subcritical,48,0,coal
Germany,500,coal,subcritical,79,2060739,coal
Ukraine,2300,coal,subcritical,52,2877524,coal
United_States,2,subbituminous,subcritical,48,0,coal
United_Kingdom,340,natural_gas,CCGT,65,1553993,gas
United_States,883,oil,subcritical,13,2041564,oil
China,1200,bituminous,subcritical,10,6848842,coal
Chile,243,natural_gas,OCGT,19,323059,gas
Japan,3325,natural_gas,CCGT,53,19200000,gas
China,2400,coal,supercritical,11,6292797,coal
Germany,132,coal,subcritical,60,565348,coal
Russia,2400,natural_gas,CCGT,31,5016019,gas
China,1200,bituminous,supercritical,19,2093900,coal
China,2400,coal,subcritical,22,6235413,coal
Italy,1520,natural_gas,CCGT,21,0,gas
United_States,300,natural_gas,OCGT,62,1013303,gas
United_States,1567,coal,subcritical,32,5698110,coal
India,420,coal,subcritical,23,2389000,coal
United_States,1035,natural_gas,CCGT,13,5952623,gas
Japan,4400,oil,supercritical,45,1935847,oil
United_States,37,natural_gas,CCGT,45,34,gas
Germany,593,natural_gas,CCGT,41,1489347,gas
China,3320,coal,supercritical,10,5182357,coal
Indonesia,800,subbituminous,subcritical,5,3515612,coal
China,600,bituminous,supercritical,13,2901500,coal
United_States,2,bituminous,subcritical,48,0,coal
Kazakhstan,500,coal,subcritical,7,1431085,coal
Bangladesh,210,natural_gas,subcritical,49,634292,gas
India,92,natural_gas,CCGT,9,195548,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Chile,132,natural_gas,OCGT,8,971315,gas
China,1200,bituminous,supercritical,19,6181089,coal
Guatemala,110,oil,Engine,13,132053,oil
Russia,29,natural_gas,subcritical,93,82251,gas
Ireland,104,coal,subcritical,14,35614,coal
Bulgaria,670,lignite,subcritical,53,1112220,coal
Russia,255,natural_gas,CCGT,63,865629,gas
France,555,anthracite,subcritical,55,0,coal
Egypt,750,natural_gas,CCGT,7,1764947,gas
United_States,232,bituminous,subcritical,47,1140785,coal
Czech_Republic,237,lignite,subcritical,60,1914940,coal
China,250,subbituminous,subcritical,19,1151590,coal
Belgium,5,natural_gas,subcritical,15,18175,gas
Saudi_Arabia,3927,natural_gas,CCGT,11,562,gas
Bahrain,2400,oil,subcritical,5,5291023,oil
Republic_of_Korea,509,natural_gas,CCGT,5,359596,gas
Thailand,713,natural_gas,CCGT,14,3612492,gas
Bahrain,804,natural_gas,OCGT,29,2823297,gas
Poland,1900,lignite,cogeneration,38,3455355,coal
China,1800,natural_gas,CCGT,13,1332980,gas
China,50,subbituminous,subcritical,16,362614,coal
Japan,1800,bituminous,supercritical,13,4792563,coal
China,460,natural_gas,CCGT,61,2069346,gas
Spain,400,natural_gas,CCGT,14,1580522,gas
Turkey,254,natural_gas,OCGT,5,0,gas
Germany,211,natural_gas,OCGT,42,634292,gas
Malaysia,36,oil,Engine,55,34,oil
India,250,lignite,subcritical,15,1410083,coal
Egypt,90,oil,subcritical,43,0,oil
China,1200,bituminous,supercritical,5,0,coal
Ukraine,150,oil,Engine,80,261742,oil
France,428,natural_gas,CCGT,9,2600000,gas
Japan,1200,subbituminous,ultrasupercritical,15,3136972,coal
Japan,1000,oil,subcritical,36,5726422,oil
Malaysia,60,oil,Engine,55,0,oil
India,1200,coal,subcritical,7,0,coal
Romania,610,oil,subcritical,62,1227512,oil
Colombia,127,natural_gas,subcritical,37,105487,gas
Japan,1200,coal,ultrasupercritical,24,6871807,coal
Mexico,113,oil,Engine,55,0,oil
United_States,1567,bituminous,subcritical,32,5698110,coal
United_States,1136,natural_gas,CCGT,13,5323759,gas
China,132,subbituminous,subcritical,23,81200,coal
Czech_Republic,800,lignite,cogeneration,43,3515612,coal
Malaysia,100,natural_gas,CCGT,55,335361,gas
Italy,385,natural_gas,CCGT,12,2437200,gas
United_States,1500,coal,subcritical,32,7054332,coal
Russia,1100,coal,cogeneration,41,4328770,coal
Russia,255,natural_gas,CCGT,40,1564696,gas
China,600,coal,subcritical,91,178046,coal
United_States,163,natural_gas,OCGT,30,949797,gas
France,408,natural_gas,OCGT,7,1550000,gas
China,1200,bituminous,supercritical,21,0,coal
Bangladesh,950,natural_gas,subcritical,46,3938868,gas
Kazakhstan,227,coal,subcritical,7,147548,coal
China,1200,bituminous,supercritical,18,6136179,coal
Egypt,154,oil,OCGT,43,56786,oil
United_States,214,bituminous,subcritical,70,840317,coal
United_States,200,natural_gas,CCGT,58,0,gas
Netherlands,72,natural_gas,CCGT,28,248065,gas
Romania,630,lignite,subcritical,62,5163709,coal
United_Kingdom,6,natural_gas,OCGT,71,1235,gas
India,1720,coal,subcritical,32,10500000,coal
United_Kingdom,1825,natural_gas,CCGT,7,6220300,gas
Germany,296,natural_gas,CCGT,30,984367,gas
Eritrea,9,oil,Engine,12,4860,oil
United_States,100,oil,Engine,18,35131,oil
China,2400,coal,supercritical,22,6235413,coal
Kenya,115,oil,Engine,6,0,oil
Austria,430,oil,CCGT,41,2202695,oil
Egypt,640,oil,subcritical,43,3328857,oil
Malaysia,720,natural_gas,CCGT,55,3311075,gas
India,1250,coal,subcritical,4,0,coal
United_States,2,subbituminous,subcritical,48,0,coal
United_States,242,bituminous,subcritical,47,344061,coal
China,600,coal,subcritical,12,2508092,coal
Algeria,800,natural_gas,OCGT,36,3751761,gas
United_States,1000,natural_gas,CCGT,13,0,gas
France,750,anthracite,subcritical,48,2792062,coal
India,469,coal,subcritical,8,0,coal
Japan,1200,coal,ultrasupercritical,22,6817015,coal
Cote_DIvoire,288,natural_gas,OCGT,8,1002289,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Russia,2400,natural_gas,CCGT,53,5611536,gas
Slovenia,695,lignite,subcritical,15,5366114,coal
Saudi_Arabia,587,natural_gas,OCGT,11,2764278,gas
United_States,15,natural_gas,CCGT,31,4463,gas
United_States,4,natural_gas,CCGT,31,11228,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Russia,24,coal,subcritical,87,81158,coal
Republic_of_Korea,500,bituminous,subcritical,5,1431085,coal
Japan,1125,oil,subcritical,35,873104,oil
United_States,2,bituminous,subcritical,48,0,coal
India,375,natural_gas,CCGT,23,2198169,gas
United_States,2558,subbituminous,subcritical,42,15500000,coal
Netherlands,1080,coal,subcritical,29,0,coal
United_Kingdom,340,natural_gas,CCGT,65,1553993,gas
Czech_Republic,800,lignite,subcritical,43,3515612,coal
Canada,575,natural_gas,CCGT,9,1913109,gas
Spain,800,natural_gas,OCGT,6,478387,gas
Japan,700,bituminous,supercritical,4,7893133,coal
Russia,127,natural_gas,CCGT,60,38806,gas
Denmark,397,coal,subcritical,14,1498502,coal
Iran,1306,natural_gas,CCGT,22,10300000,gas
United_States,1570,natural_gas,CCGT,32,2554022,gas
China,1200,bituminous,subcritical,10,6146662,coal
Peru,474,natural_gas,OCGT,57,321901,gas
China,600,coal,subcritical,14,4058904,coal
Malaysia,216,natural_gas,OCGT,55,629016,gas
Slovakia,430,natural_gas,CCGT,15,29979,gas
Panama,120,coal,subcritical,9,48449,coal
Germany,270,natural_gas,CCGT,56,972114,gas
Russia,241,coal,subcritical,83,911188,coal
United_States,100,oil,Engine,18,35131,oil
Czech_Republic,500,lignite,subcritical,46,3654316,coal
Netherlands,877,natural_gas,CCGT,43,33898,gas
Italy,180,natural_gas,CCGT,19,135450,gas
China,1200,bituminous,supercritical,10,13538,coal
United_States,122,natural_gas,CCGT,30,113315,gas
Pakistan,586,natural_gas,CCGT,17,2764278,gas
South_Africa,600,bituminous,subcritical,39,2473591,coal
China,600,coal,subcritical,91,178046,coal
Republic_of_Macedonia,125,lignite,subcritical,20,565348,coal
Italy,104,natural_gas,CCGT,43,165566,gas
Singapore,1200,oil,subcritical,3,621175,oil
Saudi_Arabia,305,natural_gas,cogeneration,11,990026,gas
Australia,130,bituminous,subcritical,27,565348,coal
China,1200,bituminous,subcritical,21,2912202,coal
Australia,150,lignite,subcritical,27,1051001,coal
China,1200,bituminous,subcritical,10,6848842,coal
United_States,1200,natural_gas,CCGT,13,4358140,gas
Germany,840,oil,subcritical,41,2041564,oil
India,1200,subbituminous,subcritical,6,0,coal
Myanmar,154,natural_gas,CCGT,6,678960,gas
India,2400,coal,subcritical,3,0,coal
United_States,2,bituminous,subcritical,48,0,coal
United_States,100,oil,Engine,18,35131,oil
United_States,100,oil,Engine,18,35131,oil
United_States,15,natural_gas,CCGT,31,4463,gas
Ukraine,3600,coal,subcritical,45,3475419,coal
China,300,oil,OCGT,9,0,oil
Canada,600,oil,subcritical,9,1227512,oil
Spain,1650,natural_gas,CCGT,15,4993045,gas
Russia,5,lignite,subcritical,13,17214,coal
Argentina,216,natural_gas,subcritical,48,629016,gas
China,835,coal,supercritical,12,525600,coal
Netherlands,175,natural_gas,OCGT,30,812538,gas
United_States,460,natural_gas,OCGT,24,1333567,gas
China,600,bituminous,subcritical,12,2508092,coal
Nicaragua,57,oil,subcritical,10,0,oil
China,660,coal,subcritical,25,1412055,coal
Japan,1886,natural_gas,subcritical,49,6502441,gas
Spain,400,natural_gas,CCGT,14,1647703,gas
United_States,1782,bituminous,subcritical,32,16500000,coal
India,175,natural_gas,OCGT,21,812538,gas
United_Kingdom,1145,natural_gas,CCGT,5,0,gas
United_States,100,oil,Engine,18,35131,oil
Germany,390,lignite,subcritical,32,1126546,coal
Bangladesh,110,oil,Engine,19,132053,oil
Italy,585,coal,subcritical,19,3694657,coal
Spain,160,coal,subcritical,47,996675,coal
United_States,163,natural_gas,OCGT,30,949797,gas
Romania,860,natural_gas,CCGT,8,77830,gas
India,2340,coal,subcritical,25,6031000,coal
India,1200,coal,supercritical,4,0,coal
Japan,1260,natural_gas,CCGT,41,10300000,gas
China,1200,bituminous,supercritical,12,5940181,coal
Uzbekistan,2100,coal,subcritical,25,12800000,coal
United_States,1136,natural_gas,CCGT,13,5323759,gas
China,600,coal,subcritical,30,6220532,coal
Czech_Republic,330,lignite,subcritical,51,2176713,coal
Russia,35,natural_gas,CCGT,73,152617,gas
India,2600,coal,subcritical,34,20000000,coal
Italy,133,natural_gas,CCGT,22,971315,gas
Canada,46,natural_gas,OCGT,61,37782,gas
Luxembourg,390,natural_gas,CCGT,55,1688199,gas
United_States,12,natural_gas,OCGT,31,12576,gas
Philippines,600,bituminous,subcritical,10,0,coal
Japan,1886,natural_gas,subcritical,52,6502441,gas
Italy,1976,natural_gas,CCGT,21,6917015,gas
Australia,119,natural_gas,CCGT,27,304008,gas
United_States,1000,natural_gas,CCGT,13,0,gas
Argentina,555,natural_gas,CCGT,48,222466,gas
Nicaragua,20,oil,Engine,10,47039,oil
China,660,coal,subcritical,13,2319216,coal
China,1200,bituminous,supercritical,22,9638495,coal
United_Kingdom,408,natural_gas,CCGT,18,1267260,gas
China,700,coal,subcritical,16,3367272,coal
Peru,662,natural_gas,CCGT,12,1309354,gas
China,1200,bituminous,supercritical,21,0,coal
Russia,72,natural_gas,subcritical,66,276400,gas
India,250,lignite,subcritical,15,1410083,coal
United_Kingdom,740,natural_gas,CCGT,21,4677788,gas
Turkey,463,lignite,subcritical,18,1358214,coal
Panama,87,oil,subcritical,9,286180,oil
United_States,300,natural_gas,CCGT,62,1013303,gas
Russia,875,natural_gas,CCGT,12,1314420,gas
Russia,12,natural_gas,CCGT,81,2605252,gas
Indonesia,1050,subbituminous,subcritical,5,0,coal
United_States,1567,bituminous,subcritical,32,5698110,coal
United_Kingdom,340,natural_gas,CCGT,65,1553993,gas
China,1200,bituminous,subcritical,21,0,coal
Japan,2000,natural_gas,supercritical,8,7172451,gas
Spain,840,natural_gas,CCGT,12,486175,gas
Malaysia,440,natural_gas,OCGT,55,1054877,gas
Australia,94,natural_gas,OCGT,16,84329,gas
Kazakhstan,131,coal,subcritical,7,565348,coal
China,600,bituminous,subcritical,28,3509996,coal
Pakistan,165,oil,Engine,9,618746,oil
United_States,1000,natural_gas,CCGT,13,0,gas
Russia,1806,natural_gas,CCGT,49,3416271,gas
Italy,750,natural_gas,CCGT,20,1764947,gas
Republic_of_Macedonia,210,oil,subcritical,20,416230,oil
India,670,coal,subcritical,46,4142420,coal
United_States,1370,natural_gas,CCGT,33,5863563,gas
China,1260,bituminous,supercritical,27,6594887,coal
Japan,1000,oil,subcritical,19,5546501,oil
Denmark,378,coal,supercritical,14,1503345,coal
Thailand,244,natural_gas,cogeneration,16,323059,gas
India,1140,coal,subcritical,33,1906380,coal
United_Kingdom,1000,coal,subcritical,47,5097637,coal
Australia,37,natural_gas,OCGT,42,43085,gas
United_States,1370,natural_gas,CCGT,33,5863563,gas
India,500,coal,subcritical,17,1431085,coal
Spain,800,natural_gas,OCGT,10,2300729,gas
New_Zealand,25,natural_gas,CCGT,19,88516,gas
Saudi_Arabia,480,natural_gas,OCGT,11,1841896,gas
Japan,1400,natural_gas,CCGT,21,7239655,gas
Spain,595,coal,subcritical,52,3321990,coal
Russia,25,natural_gas,subcritical,7,125130,gas
China,1320,coal,subcritical,10,0,coal
India,106,oil,Engine,16,346435,oil
Japan,1800,bituminous,supercritical,7,4792563,coal
India,1320,coal,supercritical,3,0,coal
Turkey,420,lignite,subcritical,27,1653058,coal
Mexico,496,natural_gas,CCGT,55,0,gas
Russia,600,natural_gas,CCGT,3,0,gas
China,1528,natural_gas,CCGT,9,0,gas
India,1500,coal,subcritical,15,7620000,coal
India,2050,coal,subcritical,5,11500000,coal
China,1200,bituminous,supercritical,12,5940181,coal
India,1400,coal,supercritical,5,0,coal
India,2670,coal,subcritical,4,0,coal
Saudi_Arabia,1061,natural_gas,OCGT,11,12100000,gas
China,1200,bituminous,supercritical,17,6109963,coal
United_States,600,coal,ultrasupercritical,59,3321990,coal
Serbia,697,lignite,subcritical,48,5046739,coal
United_States,1370,natural_gas,CCGT,33,5863563,gas
United_States,600,bituminous,ultrasupercritical,59,3321990,coal
Nigeria,785,natural_gas,OCGT,16,0,gas
Spain,602,natural_gas,OCGT,52,2152820,gas
China,1200,bituminous,supercritical,18,6136179,coal
Russia,465,lignite,cogeneration,38,2827130,coal
United_States,2,bituminous,subcritical,48,0,coal
Hungary,120,natural_gas,OCGT,18,120000,gas
China,1200,bituminous,supercritical,13,6292797,coal
Italy,1140,natural_gas,CCGT,21,0,gas
Poland,622,bituminous,subcritical,56,3907924,coal
Indonesia,1036,natural_gas,CCGT,5,4543482,gas
United_States,23,subbituminous,cogeneration,31,69520,coal
Russia,84,natural_gas,subcritical,56,341427,gas
